label,tweet_id,user_id,text
Negative,785164392316805120,2426132647,RT @emileepark1732: not as scary as Hillary Clinton becoming president https://t.co/ssKJwFUhXb
Negative,736082628562976769,127082289,Pushing Sanders to Run as a Green and His Backers Not to Support Hillary Clinton if She Gets the Nomination | https://t.co/MKxpZ2WK9s
Negative,747386929239449600,2973887621,Katie Pavlich - Reminder: Hillary Clinton's Daughter is Married to a Hedge Fund Manager  https://t.co/TaJLUyFtjY
Neutral,732784906804318208,724050768106500096,#Clinton Hillary Clinton narrowly defeats Bernie Sanders in Kentucky primary https://t.co/3TnZvYOUzP
Neutral,791392998538014720,51232988,"CNN Poll of Polls: Hillary Clinton's national lead holds steady

Clinton: 47%
Trump:... https://t.co/Ief9QXRycP by #CNN via @c0nvey"
Neutral,795947776509181952,2188640004,https://t.co/qNIZ9S4Lal https://t.co/NeNBFXFXX8 Watch: Sarah Paulson Dramatically Reads Hillary Clinton's Emails on 'Full Frontal'
Negative,711187476975460352,3429971421,@twitchyteam ‘What a joke!’ How did Hillary Clinton’s campaign survive THIS hard-hitting intervie... https://t.co/jc6Dn2aUSi #ihaveavoice
Negative,742183986043183104,1077541242,RT @worldnetdaily: Here's something Hillary Clinton will not want publicized in the wake of the Orlando massacre https://t.co/LgOswPorwH
Neutral,788404014459203584,90131588,RT @guardian: Why do people dislike Hillary Clinton? The story goes far back https://t.co/yG4FEICOJm
Negative,775382291224735744,69709431,#CrookedHillary #Deplorables #DeplorablesForTrump #BasketOfDeplorables #Trump #HRC tops #BigFatDisgustingLiars list https://t.co/Z2dCmNpb4O
Neutral,796212464941568000,2170495081,"RT @timesofindia: Hillary Clinton wins Oregon, Donald Trump wins North Carolina

#ElectionNight LIVE: https://t.co/vAeff7s7wP"
Positive,740535236879081472,2715563954,"The main thing is no convinctions so far. If Hillary can stop Trump, all of this will pale into insignificance. https://t.co/ykNZu2SkPr"
Negative,764140644822548480,18512153,RT @realDonaldTrump: ISIS gained tremendous strength during Hillary Clinton's term as Secretary of State. When will the dishonest media rep…
Neutral,714178543920414720,318480393,RT @nytimes: Bernie Sanders routed Hillary Clinton in all 3 Democratic presidential contests this weekend https://t.co/5Mx0L0gCEF https://t…
Negative,719291668017459200,2318139746,"RT @JeanetteJing: Link to the IBT article along with weapons, Foundation and Clinton speaking fees data.
https://t.co/3EXAXvAIrf"
Positive,781179496787419136,3243707748,"RT @girlsreallyrule: The next debate will be a #TownHallMeeting...if you think #Trump was bad Monday, you ain't seen nothing yet. Gonna be…"
Negative,773305963243835392,1525083000,Read my latest article in Huffington Post on A Vote for Hillary Clinton is  Vote for Wars with Russia and China.
Positive,744311032282132480,2445760662,"RT @girlsreallyrule: #MyMoodToday-mostly the little girl w/ a little @HillaryClinton, too. #HappySaturday, ❤️'s! #OHHillYes #ImWithHer http…"
Negative,773135661591396352,735424498363731968,"@thehill CIA KILLER ""FILAMENT:"" I WAS HILLARY CLINTON'S MAFIA MEMBER"" 
https://t.co/hAoQ0zD3Y7"
Negative,786199294025932800,753438045869789184,@HillaryClinton @POTUS it use to be you hated to see our leader go.  Now we would be happy just to see you go
Positive,778830982744911873,3953695528,@vanjimbo @StupidShdHurt @JTSantucci Hillary Clinton has charitable foundation. All money donated 2 CHARITY n saved lives. Compare w/Trumps
Negative,719187089900904449,30528628,"RT @RichardAngwin: Don't drink the Clinton media Kool-Aid™. Bernie needs 56.5%!of remaining pledged delegates.
#FeelTheBern #ImWithHer http…"
Negative,714585246902067200,30706364,"#ToneDownForWhat #Hillary's faux-criticisms of Bernie's ""tone"" = code for ""Debating .@BernieSanders is hard."""
Negative,776241714453422080,105974167,"@HillaryClinton you're about to lose this battle... 
Drink plenty of water and breath."
Positive,724453584314728448,3222286221,Hillary Clinton just made a move that confirms she knows she’ll win Pennsylvania easily https://t.co/GqRPBabQ6y via @dailynewsbin
Positive,725389427703422976,1096787952,"RT @WayneEdH: #ImWithHer
Trump Foreign Policy........
. https://t.co/QCFafoYBEB"
Positive,794250561851953152,785991804961382400,"RT @HillaryClinton: ""I'm casting my vote early for Hillary Clinton, and I urge you to vote early for Hillary, too."" —@FLOTUS https://t.co/C…"
Neutral,756645994708758528,349403222,RT @BBCBreaking: US Democratic presidential candidate Hillary Clinton picks Virginia Senator Tim Kaine as her running mate https://t.co/e7C…
Negative,764139798546280448,3051346532,I added a video to a @YouTube playlist https://t.co/4jvK8Tdl7k Bill Clinton &amp; Hillary Clinton Pedophilia Exposed
Neutral,788987166164680704,737520571928313857,"Who Won the Debate? Hillary Clinton, the ‘Nasty Woman’ https://t.co/uyngWn84Ci"
Positive,739293191216586753,27968672,"RT @nick2crosby: Fun Fact: Amber Alert rescued 822 missing kids. Not-so-fun fact, Sanders voted AGAINST it. #CAPrimary #ImWithHer https://t…"
Negative,776916116031627264,762708618063904768,Do you think the #Clintons are kinda #Spooky?  Join https://t.co/NKhjrpTpzl https://t.co/qBc0stDVt5
Positive,785996361418190849,783012911195172864,"RT @jmsexton_: The Movement to End Racist Voting Laws 
https://t.co/gzMNF1ypdd @NYTimes 
#ImWithHer #UniteBlue #NCPol https://t.co/MG7TTjXW…"
Neutral,792085040247279617,513784041,"RT @LauraWalkerKC: Officals: Emails tied to Hillary Clinton case found after FBI seized devices belonging to Huma Abedin and husband, Antho…"
Positive,775390102075965441,331064200,Getting antsy for presidential debates to start! #ImWithHer
Negative,747785830765256707,83877611,RT @ChristySandhoff: ..because rules are for everyone else. https://t.co/c3ubExxhOZ
Neutral,700190691939319808,162854063,Hillary Clinton's verdict on whether America is ready for a woman president https://t.co/6Eiwsn1gSO
Neutral,767845274073047040,2179951,"RT @washingtonpost: The FBI found 15,000 emails Hillary Clinton didn’t turn over. https://t.co/xBt6uhjkjK"
Neutral,696836285999280128,16799404,"Trailing badly in New Hampshire, Hillary Clinton says Bernie Sanders took Wall Street money, too https://t.co/Rrl9d69O88"
Negative,785157822178795520,189642644,RT @JohnFromCranber: This Isn't The America I Grew up in....We Need to End The Corruption + Take Back America - VOTE TRUMP. We May Never… 
Negative,781877952883462144,2933564586,RT @Darren32895836: #HillaryScandals Trickle down Hillary Clinton Ethics !! She is a Horrifying Role Model for our Young American girls! ht…
Positive,781189697385144320,2284137686,Joining @MichelleObama in Philadelphia with the PA Democrats to support @HillaryClinton! #ImWithHer… https://t.co/z311uFOkwo
Negative,760268459162730496,234578556,"RT @stickyfacts: #Kahn Saudi Arabia Agent w/OPEC ties to Clinton Was paid a large amount of money for DNC:
https://t.co/MaxGaaNhPx https://…"
Negative,755839446155526144,2822558919,"RT @BobZa222: I'd vote for Adolph Hitler before I would EVER vote for Hillary Clinton.  AND, I despise Hitler! https://t.co/yKgWrh3nBW"
Negative,789955301189488641,92643660,"RT @realDonaldTrump: Hillary Clinton: 'Architect of failure'
#DrainTheSwamp #CrookedHillary
https://t.co/b5HqsGrc7N"
Neutral,730700402937597953,28084737,RT @Forbes: Beating Bernie Sanders isn't the only issue Hillary Clinton currently faces: https://t.co/MBqxqG8RNI https://t.co/QNJNV5f0oV
Positive,758501601220800513,148422960,RT @TheRickyDavila: We're going to miss you so much Mr. President. ❤️🙏🏼👍 #BarackObama #America #POTUS #DemsInPhilly #DNCinPHL #ImWithHer ht…
Neutral,701169941173567489,19348602,RT @latimes: BREAKING: Hillary Clinton wins Nevada Democratic caucuses https://t.co/pF1ySFVpcN https://t.co/mMeFVALAU9
Positive,786654380124737536,629394432,RT @FloridaforHRC: The making of Hillary Clinton and Donald Trump #ImWithHer #StrongerTogether https://t.co/N9pezrm4S1
Neutral,718101837157564417,1862901781,washingtonpost: RT @TheFix: Bernie Sanders FINALLY unloaded on Hillary Clinton. Here’s why.… https://t.co/kQfUsrlMAo #NewsInTweets
Negative,776468539649716224,1522753381,"RT @SandraTXAS: Gun Owners Vote #Trump!
Hillary determined to take all guns
#2A
#ImWithHer not
#AmericaFirst
#tcot https://t.co/dmuh4zYA3j"
Negative,743499701979250688,715259009561808896,"If you have no faith in #Obama or #Hillary ~ Join https://t.co/n8GbAciqfB 
 https://t.co/OSjGo5mci4"
Neutral,696680102927671296,3434587234,https://t.co/aYO2p6laBi Woman who accused Bill Clinton of assault to campaign against Hillary presidential run https://t.co/QNpENOaBPQ
Positive,796149220927565824,2709792967,RT @whytruy: vote hillary clinton🙌🏽 idc if she a liar yall boyfriends lie to yall everyday &amp; yall still fw them so gone head &amp; vote for her
Negative,791462188363972610,303525188,@JustinElliott @ericuman @washingtonpost ...allegations against Hillary Clinton; her husband's conduct strongly suggests we ought to be ...
Negative,786710000043495424,3019966110,"RT @HalleyBorderCol: Because of ACTUAL RAPISTS LIKE BILL CLINTON
Because of RAPE ENABLERS LIKE CROOKED HILLARY
#WhyWomenDontReport https://…"
Negative,788707729187729408,16439804,RT @PrisonPlanet: Wikileaks has exposed the fact that the U.S. media is now virtually a public relations firm for Hillary Clinton. #Podesta…
Negative,793833983612157953,2885081908,RT @PrisonPlanet: Hillary supporters assault 'Bill Clinton is a rapist' protester. https://t.co/Y3UllFfygt
Negative,763972950156386306,152824041,RT @JayS2629: Rand Paul: Hillary Clinton Can Get 5 YEARS IN PRISON for Lying to Congress About Syrian Weapons (VIDEO) https://t.co/tVj1KcRT…
Negative,756541773544128512,620640900,RT @JeanetteJing: #Hillary2016 superdelegate Sheldon Silver will be spending 12 years in prison for corruption. https://t.co/nrc8ndzFse
Negative,777719940765786112,45683197,"RT @PolitixGal: OBAMA-CLINTON policies put more Blacks into Poverty, into Prison and on Welfare.  SHAME on Barry &amp; Hillary! https://t.co/9f…"
Positive,697604655459627008,340545072,Supreme Court blocks Obama climate change rules @CNNPolitics https://t.co/tHGojqlWmK - crucial to nominate a democrat! @MSNBC #Hillary2016
Positive,768432527090585600,4375581807,RT @Hillarybros: #Hillarybros all the way to the White House #imwithher #bros4Hillary #Men4Hillary #HillaryClinton #StrongerTogether https:…
Negative,784870395392368640,938177413,"No mention of #Hillary Wall Street speech suggesting banker's self-regulate. Two faces: fake Liberal in Public, Cen… https://t.co/cSCtd7UUZI"
Negative,793537526149459968,885069144,RT @PrisonPlanet: DESPERATE TIME: Magazine Says it’s ‘Sexist’ to Investigate Hillary Clinton… https://t.co/5Os4Cl9Wld
Negative,794326915276414976,2248442846,"RT @gailtalk: YIKES! Obama &amp; #Hillary LOSING IT! Desperation &amp; panic on full display!
#HillaryIndictment #HillaryIndicment… "
Negative,734510194407804929,52756413,#TrumpVsClinton - Who is More Competent to be President? https://t.co/EDU9DPnl4J #Hillary2016 #Trump2016
Positive,795844108946378752,14522241,"RT @gdebenedetti: ""I'll be honest, I've had to bite my tongue after hearing some of the things people have said about Hillary Clinton… "
Negative,787547727836147712,395701428,RT @Thomas1774Paine: All of #Hillary's aides who think they're above the law. Too blinded by power &amp; greed to understand they are the next…
Negative,777573338377891840,5950272,RT @TrussElise: Hillary Clinton Has Received the Most Donations from Facebook Employees - Breitbart https://t.co/abSIJcP5ZT via @BreitbartN…
Neutral,787826834540941313,763376117428301824,Hillary Clinton gives major counterterrorism speech at Stanford https://t.co/hsC6LpL3cH via @YouTube
Negative,759019830942892033,331728214,"RT @realDonaldTrump: Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very…"
Negative,747191773043302400,2389831356,@HillaryClinton all the sit in did was waste tax payer dollars. Martha Stewart would make a better president than Hillary.
Negative,758402366160769024,2272203114,"RT @rickbkylex: She had her $12,000 jacket on too... https://t.co/NqEbMdqOBN"
Negative,762824563608653824,35512608,"RT @TRUMP_PREZ: Hillary Clinton: ""I May Have Short-Circuited The Truth"" About The Email Scandal

https://t.co/rX1xZX1v54 https://t.co/D5Yur…"
Negative,746076353338966016,2806357756,RT @realDonaldTrump: Hillary Clinton’s open borders are tearing American families apart. I am going to make our country Safe Again for all…
Negative,783451029245493248,1345913064,RT @DonaldJTrumpJr: So now that it's collapsing &amp; rates are going through the roof it's a crazy system! Where were the Clintons before? htt…
Negative,763008562541031424,323869316,"RT @MonicaCrowley: Ahem.  RT ""Orlando terrorist's father cheers Hillary Clinton at rally in Florida""  https://t.co/SMVmOj7Syz via @wptv"
Neutral,770470588448141313,2303913996,RT @YahooNews: Hillary Clinton proposes plan to address mental health treatment https://t.co/C7BLynIroF https://t.co/CWhvxE6Cxm
Negative,772858464049725440,39666268,The HIGH COST of Supporting Crooked 'Pay to Play' Hillary Clinton. https://t.co/wkEJKMH7iv #ClintonCash #Bribes #Payoffs #SellOuts
Negative,736255929247621121,1947303967,RT @DailyCaller: MSNBC: Polls Reveal Hillary Clinton Is A ‘Nauseated’ ‘Liar’ [VIDEO] https://t.co/wkv7JTg1XT https://t.co/uyKRYx0eXf
Negative,774669912732233730,261331531,"RT @DRUDGE_REPORT: Clinton Aides Attack, Threaten Reporter for Saying Hillary 'Low Energy'... https://t.co/l72iybkYRq"
Negative,796126089282224128,4180919812,RT @TeamTrump: Hillary Clinton is simply unfit. It's time to put STRONG leadership in the White House - it's time to elect Trump!… 
Positive,795648635186909184,182711240,"RT @AwkwrdButterfly: Hillary Clinton had Beyoncé and J, John Legend, Katy Perry etc. Donald Trump had Ted Nugent.....sounds about right"
Neutral,741063955607486464,76413574,"RT @dcexaminer: UPDATE: Donald Trump responded to Hillary Clinton's ""delete your account"" tweet https://t.co/RY451ToMld https://t.co/vgOqnj…"
Negative,786514740436733952,742789443803877376,RT @Darren32895836: 🚨MEDIA??#Wikileaks Exposes Hillary Clinton Hateful Disdain &amp; Lo Opinion of Blacks &amp; Muslims saying they will be 4ev… 
Negative,789221690190422016,3719994193,RT @Peoples_Pundit: Mutliple FBI Agents Claim Director Comey Protected Hillary Clinton During Email Probe https://t.co/YKEr78l8Oa
Negative,776497324247900165,1873675068,@HillaryClinton your time is up. Your the pay to play. So blame the other person. Just like Bill did. Blame Monica instead of Bill scumbag..
Positive,782266640767397888,30735982,RT @R__Lynn: The actual quote from Hillary is why #ImWithHer #BasementDwellers https://t.co/1kNHuCnxn8
Negative,761627495850401792,732305233620013056,"RT @WeNeedTrump: Yeah, Donald Trump doesn't have the foreign policy experience of Hillary Clinton. Her experience has gotten Americans kill…"
Neutral,712281162127958016,89745109,Wow. Thought the Clinton's were close with Obama.  https://t.co/pSOgsiMbiK
Negative,793130700551651329,757220239453061120,"RT @TrumpSuperPAC: Oh no, not again! 🙈 #Hillary in #Ohio photoshopping supporters at her rally! Does she think she can photoshop votes… "
Negative,784775554847289344,514851344,@realDonaldTrump mainstream media is a disgrace they never talk about hillary clinton desire for open borders and TPP
Negative,769362094198296576,2302327181,#Hillary🐍 responds via a phone. Not a video conference type. Obviously a written response to read--make sure u don't see her read her lie😱
Negative,758811787869368320,1539790224,RT @saraesimps97: when Obama says there has never been a man or woman more qualified than Hillary Clinton to serve as president ?????🤔🤔🤔🤔🤔
Negative,785360720078659585,291474783,RT @NetworksManager: Even 6 yr old kid know that Hillary Clinton is a criminal maybe let the FBI interview her seems they need help.#MAGA h…
Positive,779091985361727488,4901300127,RT @Patrici71397418: @deejay90192 REGISTER AND VOTE FOR HILLARY RODHAM CLINTON FOR PRESIDENT OF THE UNITED STATES OF AMERICA!!!!!!!!!!!!
Neutral,740005684033540096,427132282,RT @HuffPostPol: JUST IN: Hillary Clinton has the delegates to clinch the Democratic nomination https://t.co/98yNpQO2xB https://t.co/rtXuM1…
Negative,757755208646615040,4658196589,RT @USAHipster: Corey Booker is bought and paid for by Special Interest Groups. Just like Hillary Clinton. #DemsInPhilly  #DemConvention  #…
Negative,782360539397693440,1023251250,"RT @TeamTrump: 🚨 LEAKED AUDIO🚨: What @HillaryClinton has to say about @BernieSanders supporters #BasementDwellers 
https://t.co/lBgZvbI8wS"
Positive,780758224353923073,27494683,RT @HillaryClinton: Only one person on last night's stage is prepared to be Commander-in-Chief. Make sure she gets the chance: https://t.co…
Neutral,738947214672678913,32305967,Clinton suggests Trump wants to be dictator: Hillary Clinton upped the ante in what has become a sustained ba... https://t.co/wfkROR8ozw
Neutral,773669903773687808,22780008,RT @vinoit: CNN caught rigging its polling methodology to falsely claim Donald Trump is beating Hillary Clinton https://t.co/YJt4eLIkuw via…
Positive,758128352083316736,383950421,"Bill Clinton is still one of the best speakers around.

#DemConvention #DNCinPHL #DemsInPhilly #ImWithHer"
Negative,707805264079167489,390447561,RT @TheBpDShow: Hillary Clinton acts like Trickle Down Economics just took a sabbatical during Bill and Obama's administrations. #DemDebate
Positive,689994463641477121,49021031,RT @AdamsFlaFan: I just love Sherrod Brown!   Bernie Sanders's closest Senate ally just endorsed Hillary Clinton https://t.co/LcULZHz3Ir vi…
Positive,769560165976776705,18277208,@Bakari_Sellers Everything you do Mr. #Sellers makes me proud and hopeful for our future. #NeverTrump #ImWithHer
Positive,730162211507810304,96426017,RT @HillaryIn2016: Former Gov. Beshear endorses Hillary Clinton https://t.co/6JyKkfx2QO #Hillary2016 #ImWithHer
Neutral,779743860763291648,752608976,RT @NBCNews: The New York Times endorses Hillary Clinton for president https://t.co/RY03CrZKuU https://t.co/8Qp1arMzBk
Negative,748326013801684992,788352756,"RT @tgradous: U.N. Official Accidentally Crushed His Own Throat Before He Was To Testify Against #Hillary
https://t.co/P7zQAOHaNV https://t…"
Positive,772547222563069952,188328580,"RT @peterdaou: If you're a Democrat or minority voter, your support for #Hillary is invisible to the corporate media. https://t.co/5PRXEUYv…"
Negative,735534449815781376,2795311177,RT @GOP: The IG's report states Hillary Clinton was in clear violation of the Federal Records Act. Her website? FALSE. https://t.co/QlQ02Yv…
Negative,755783697199136768,2887593005,RT @WSCP1: The company Hillary Clinton keeps is very telling: A Life in Pictures https://t.co/sgyYqaW41i #ImWithHer #OhHillNo #UniteBlue #P…
Negative,751194520793022464,23346166,"RT @iowahawkblog: Same State Dept that claims it will take 75 years to release Hillary's aides' emails.
https://t.co/XRMwg7shMB"
Neutral,728754512312164356,60208857,"""We've got to treat mental health same as we treat all health problems"" - Hillary Clinton https://t.co/JxGFBe4oBs"
Negative,752872604663283712,736357513071714304,"RT @realDonaldTrump: Bernie Sanders, who has lost most of his leverage, has totally sold out to Crooked Hillary Clinton. He will endorse he…"
Neutral,791720606190473217,790965970114256896,Special Report 101916 Donald Trump vs Hillary Clinton third presidential debate Last Debate: https://t.co/TnAszpH9uN qua @YouTube
Positive,741277854042836993,17372783,"RT @ThomasB00001: We voted for Obama in 2008.

We voted for him in 2012.

We are going to defend his legacy.

#ExpectUs #ImWithHer #p2 http…"
Neutral,734897230184775680,2962666001,Clinton Declines To Participate In Fox News Dem Debate: Democratic presidential frontrunner Hillary Clinton… https://t.co/HcGay0a4Hu | @tpm
Negative,764772490547605505,783046681,"Purpose of #FeelTheBern? To TAKE DOWN ""THESYSTEM""~#Trump Does That~#Hillary is #TheSystem~GET REAL!~#msnbc #foxnews #nyt #cnn #bernie #npr"
Neutral,758069299202363392,3383983793,Hillary Clinton has won the Democratic Nomination. #DemConvention #DemConvention
Negative,785586536486170624,2294452695,RT @WayneRoot: Bill Clinton had sex in Oval Office. Hillary tried to destroy the women. But Trump in trouble for private convo about women.…
Negative,734957515868233729,499696436,RT @DPRK_News: Yammering gorgon Hillary Clinton urged to cease belligerent anti-DPRK rhetoric lest she become a worldwide joke.
Negative,774979806748213248,728017941132922880,RT @democratssuckk: Hillary Clinton's legs gave out and she had to be carried off to her van at 911 Memorial today. #HillarysHealth https:/…
Negative,768055586810368000,289024427,RT @PantanoLaw: Exposing Liberal hypocrisy is like shooting fish in a barrel. https://t.co/xtDVDSDFhr
Negative,757744594763251713,45636701,"RT @DavidShuster: .@HillaryClinton hires resigning DNC chair @DWStweets, sticks finger in eye of @BernieSanders supporters.  #DNCLeaks http…"
Neutral,758847458415738881,757837354832834560,RT @NBCNightlyNews: Hillary Clinton watches Chelsea Clinton speak at the #DNCinPHL tonight. https://t.co/odzdRKOhwU
Neutral,705731177857028096,27279339,Hillary Clinton coming to the hood today to speak at my job. Giving me some nice OT hours while sitting on my... https://t.co/JSEnTsNDnU
Positive,782960673202372608,1016728441,"RT @Donkey_Feed: Hey #BernieorBust, thinking of voting for #GaryJohnson? Think again. 
#NeverGary #VoteBlue #ImWithHer https://t.co/5Pv4QQc…"
Positive,742090241830322176,4459512912,"RT @HillaryClinton: ""This is a time to stand together and resolve to do everything we can to defend our communities and country."" —Hillary…"
Positive,747484022830309376,274134586,RT @dailykos: Hillary Clinton expands lead over poor pathetic Donnie https://t.co/QkbPdZc2Bk
Positive,704660503478595584,838627057,RT @Max_Samis: Proud to cast my vote this morning for @HillaryClinton! #ImWithHer #VAPrimary #govote
Positive,780938612665757696,3531612439,"@AdamParkhomenko ""Clinton has the temperament and experience to be president. Donald Trump does not"". https://t.co/C4cMYgY3F4"
Negative,707014924464050176,807357738,"RT @JeanetteJing: @LizEClark @simplyshowbiz 
Holding herself to GOP #Drumpster standards? 
Hardly progressive leadership.
https://t.co/5k87…"
Neutral,778088471349043204,3254620784,"@HillaryClinton @realDonaldTrump Urge u both to take a stand on #Pakistan before #USA goes to vote, no more dramas, real action needed now"
Negative,784193257496514560,776998171,RT @WeNeedTrump: Just waiting for Hillary Clinton to blame hurricane Matthew on Donald Trump... https://t.co/u0Me4w9n19
Negative,780831278471970816,1348445442,"RT @KABough: @theclobra That ok, more people believe in Bigfoot than people who believe Hillary Clinton is honest."
Positive,702196296174673921,136154745,"RT @theferocity: ""She will see something no woman in America has ever seen before and then all of us will see it.” - @EileenMyles https://t…"
Positive,754203223578247168,754198674792706049,RT @NadelParis: STOP SHIT BOUT MUSLIMS trump's trolls! OBLITERATE ISLAMIST RADICAL TERRORISM NOT ISLAMIC POPULATION! #ImWithHer @HillaryCli…
Neutral,785482489175433217,1355406758,RT @CNNPolitics: CNN/ORC poll of debate watchers: Hillary Clinton won town hall #debate 57%!to 34%!https://t.co/nIG3oBvnZD… 
Negative,747302149952942080,521996289,"RT @JeanetteJing: Said smart power is respecting one's enemies.
Laughed at a U.S. ally's lynching.
#NationalFlipFlopDay #Hillary2016
https:…"
Neutral,783113696679788544,2737239349,RT @DailyCaller: More Questions Raised About Hillary Clinton’s Computer Technician https://t.co/vqn4n4F1fq https://t.co/udFNFMHVaq
Negative,764759917286739968,763588974,RT @Trumptbird: Hillary’s Nightmare: New Book Tears The Lid Off Monica Lewinsky Affair – Radar Online https://t.co/yrNkKPIPco
Negative,796087879906758658,783480283983073280,"RT @KingAJ40: Good People of MINNISOTA!!! Don't Let Hillary Clinton CONFISCATE your GUNS!!!

https://t.co/E7zbgg966n

https://t.co/I97WEXYJ…"
Negative,683604299746787328,3039518374,"""Donald Trump | Hillary Clinton Should Be In Jail For Using Private Email In Her Office | Mango News - RTBF"" en re… https://t.co/k8LZQkCzNh"
Negative,794214424462708736,966825962,"RT @JonBolick: Hey Clinton News Network @CNN just thought I'd let you know there is a huge scandal going on with Hillary right now, you sho…"
Positive,768971686397882368,2205161185,"RT @brosandprose: As someone who has been tortured online by the AltRight for years, Hillary speaking on this is making me feel so much les…"
Negative,787695238139613185,778273447109505024,"#donaldtrump #hillaryclinton #imwithher 

Dem strategy for Wikileaks

Ignore completely  Promptly mock Donald Trump… https://t.co/HIMyfXauhq"
Negative,790694191114313728,188340693,"You like your debilitating injury,
you'll keep your debilitating injury.
Grin &amp; bear it because Trump! --Hillary Cl… https://t.co/JDlRYo9oqn"
Negative,720803821190905856,7721972,"#Hillary,  if 95%!of all people's  are covered as you cliam why covering 100%!people would add trillions?"
Negative,720836105700904961,3011714569,RT @BernieBus2016: That's correct! https://t.co/fJLcbNxof0
Positive,736441636700446721,39606118,Trump to CA: ‘There is no drought’ https://t.co/mtAOZy2Hvw #ImWithHer #NeverTrump #DropOutBernie
Negative,774807586788913152,761682200702099456,@HillaryClinton Remember: U received 650k from GoldmanSachs. They own you. U are unfit to be potus! #SickHillary . #Trump #MAGA #VoteTrump
Neutral,791379334581846017,3436249294,RT @pbpost: Hillary Clinton at Palm Beach State: Every vote counts https://t.co/7yhi9Ts5dz https://t.co/UJyUPqch44
Negative,775434021606219776,2312683302,RT @ChrisRBarron: I don't know what's worse - the ridiculous Clinton spin or the media playing along with it.  https://t.co/CHMcdFmMja
Negative,783296631559061504,3370765691,"@HillaryClinton LOL AMERICAN values of duty, honor, God and country always upset libs. You won't be able to fix all the debates."
Negative,779883615849111553,68754498,RT @JoanieWebster: https://t.co/HqUAmVAtpb @MikeLoBurgio This is good.👍👍✌️💚🇺🇸 #StoneTear #PRN #OHSHIT
Negative,756521545611239424,744041589497028613,@HillaryClinton Bright orange jumpsiut! #OITNB #HillaryForPrison2016
Negative,776181444708216834,908116278,@HillaryClinton Have you seen this. Maybe get new glasses...... https://t.co/U6524vzqOX
Negative,794590040437456896,902200087,"RT @Lukewearechange: More disturbing Satanic Hillary revelations - Hillary talks to the dead

#SpiritCooking

https://t.co/aWBgj12uYU

Arti…"
Negative,774236511868817409,1357036244,RT @kinni00: Justice Dept. Granted Immunity to Specialist Who Deleted Hillary Clinton’s Emails https://t.co/7zybZuoELh
Positive,780621787021185024,43254486,"RT @lenadunham: Hillary Clinton showed us, for the millionth time, just how qualified she is for this job. Sleep well knowing a remarkable…"
Negative,719269377221271552,46493524,Interesting to see former #YESWECAN #PBO supporters now in the #NOWECANT #Hillary camp! Guess you lost faith and taking the easy way out!
Negative,782011011779981312,632028989,"RT @RichardWeaving: BREAKING NEWS!
Thousands of fraudulent voting ballots for Hillary Clinton found in Ohio warehouse! https://t.co/T2QMf52…"
Negative,771349542532816896,4889338797,"RT @realDonaldTrump: Hillary Clinton doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN! #AmericaFirst
https://t.co/G1MuL…"
Negative,788172728507346944,615795903,Matt Drudge Issues Warning That Hillary Clinton’s Lesbian Love Life Will Soon Be Headline News https://t.co/vTpyDdxAr0
Negative,701766827202863104,4151364672,RT @SecureAmerica: Hillary Clinton has been a national security disaster. Click here to learn more!  https://t.co/VrjPuNoKkg
Negative,791044487820808192,42887383,The Day Hillary Clinton Went on EL GORDO Y LA FLACA Two Weeks Before Election Day https://t.co/uupULrpgF0
Negative,791032841467420672,780943391102267396,"RT @Darren32895836: @trish_regan ""How can Hillary Clinton pretend to Champion women using an Absolutely Disgusting Surrogate like Jay Z… "
Negative,785242222639874048,711673498817728512,"RT @PJStrikeForce: 🇺🇸 💥READ HER WORDS💥 🇺🇸
#hillary Unfit
#Unstable
#Unqualified
To Be #President 
#NeverHillary

#Debate 
#DebateNight… "
Positive,751593883050520576,1364834971,"RT @MarkARKleiman: No, Hillary Clinton's email server never threatened national security.
In a sane world, that would matter.
https://t.co/…"
Negative,787813035637256192,824267960,@AllieSoni @rosemcgowan ...for the woman who intimidated and shamed her husband's rape victims? #Hillary
Negative,751097413323067393,708098284473204736,RT @MONAKatOILS: No one asked you to out her in jail DumbAss! All we want is to see justice by prosecution to be found guilty or not! https…
Neutral,757261963504168961,40190755,"Dismayed by Donald Trump, Michael Bloomberg Will Endorse Hillary Clinton https://t.co/DAVY1KaIwr"
Negative,762863876090138624,309146766,Do business with Iran? Not just NO but FUCK NO. @BarackObama and @HillaryClinton have lost their minds #TrumpPence16 https://t.co/Pn8LCn5fgo
Positive,786592287459463168,11213502,RT @PostOpinions: The Washington Post editorial board endorses Hillary Clinton https://t.co/7UdZuJ9GnT https://t.co/wX4kapZ9UC
Positive,725872659922337793,436314047,"RT @lesliermyers: OMG. So @BernieSanders did set up smut letter in Salon; Jane echoes. Pigs
True: 3 SOS' emails=misdemeanors, at worst http…"
Neutral,793894327697154052,36316589,"RT @wikileaks: FBI has 2,800+ pages on Hillary Clinton's alleged illegal access and misuse of FBI files while FLOTUS @NatSecGeek https://t.…"
